labels	quotes	stats	but	adj	advs	negations	survey	averagesent	proper	report	conj	comparative	superlat	questions	meme	personal	mon	modal	statives	strah	udivlen	zol	jdu	fu	ura	negati	positi	grustno	doverie	abstract_nouns	assertion_words	discourse_markers	claims	modality_words	cons	reas	purp	relat	tim	cond	passive	lentok
r	0	3	4	97	42	2	0	20.4	110	7	56	6	0	0	0	3	3	5	57	34	7	26	33	11	7	57	57	24	36	164	1	4	32	2	1	45	6	12	14	6	5	1122
r	6	1	1	64	19	2	0	18.852941176470587	88	6	20	3	0	0	0	7	1	4	22	9	2	8	12	3	6	25	47	3	31	90	2	6	19	4	0	30	5	8	2	1	4	641
f	0	0	0	19	1	0	0	26.142857142857142	27	7	8	3	0	0	0	3	0	1	5	10	3	7	6	3	3	10	11	8	9	26	0	0	8	1	0	2	2	1	0	0	1	183
f	11	0	2	53	31	3	0	20.906976744186046	134	18	35	3	2	1	1	16	0	2	41	31	12	28	13	3	8	48	49	23	45	173	5	4	26	9	1	33	10	15	6	7	7	899
f	6	0	1	13	16	0	0	19.166666666666668	50	6	11	0	0	0	0	7	0	3	9	4	2	2	5	0	1	9	13	0	6	43	1	0	0	1	0	21	3	1	4	2	4	345
f	0	0	6	56	40	10	1	15.5	86	8	44	2	1	4	4	27	0	5	46	18	8	15	16	11	13	32	53	13	41	210	3	3	26	3	1	24	11	9	5	3	6	930
f	28	1	8	137	90	2	0	22.724137931034484	185	35	72	6	0	2	6	68	7	10	84	31	19	27	40	7	25	65	98	22	66	315	7	7	45	14	2	54	18	32	12	9	12	1977
f	4	0	4	36	23	1	0	13.525	53	11	21	1	0	2	0	13	0	1	28	48	9	34	15	14	8	42	28	29	27	98	2	0	9	0	0	12	2	13	2	2	10	541
f	6	1	3	53	39	4	1	22.91111111111111	112	18	38	3	0	0	2	29	1	8	51	25	21	11	19	7	6	38	41	10	26	149	0	4	16	0	2	33	3	11	8	5	16	1031
f	2	0	2	22	18	0	0	24	48	4	14	1	0	0	1	9	4	1	15	3	1	5	3	3	1	9	20	1	17	38	2	0	8	0	0	18	2	9	5	1	5	408
f	6	0	3	29	28	0	0	17.916666666666668	61	13	16	3	0	3	3	31	2	9	37	8	3	5	5	1	3	12	27	2	13	76	0	1	10	5	0	20	1	3	0	4	8	645
f	6	1	2	51	24	2	0	21.65	156	6	47	4	0	0	1	24	1	8	20	23	11	20	31	9	28	50	47	23	54	144	3	0	9	3	0	23	11	6	8	2	4	866
f	10	0	5	79	45	1	0	23.627118644067796	152	33	59	3	0	0	2	38	1	10	89	55	30	29	59	13	64	54	113	27	85	299	0	2	37	10	1	33	22	21	6	2	18	1394
f	8	0	4	92	49	2	0	16.313253012048193	140	18	43	3	1	0	30	64	0	15	71	52	20	36	27	15	34	77	75	44	48	227	3	1	28	14	1	34	15	13	19	5	15	1354
f	1	0	2	17	10	0	1	25	56	6	22	0	0	0	0	8	4	3	21	15	12	18	26	2	14	25	39	14	23	91	1	0	15	4	0	15	3	9	3	2	5	450
f	8	1	22	223	181	7	9	15.51131221719457	255	45	141	5	0	26	8	209	0	18	270	98	17	70	60	44	28	148	132	52	123	532	30	18	121	15	0	88	44	79	23	27	38	3428
f	4	0	0	36	14	1	0	22.88888888888889	99	12	22	1	0	1	0	14	0	4	22	45	26	39	19	9	6	48	31	22	23	80	2	0	6	1	0	20	2	13	4	5	4	618
f	0	0	4	34	15	3	0	31.157894736842106	78	10	35	1	0	0	1	17	1	6	31	24	5	13	20	1	5	21	32	2	31	112	1	1	13	0	0	10	3	12	3	3	3	592
f	0	1	4	77	36	2	2	23.105263157894736	47	3	47	2	1	0	6	22	0	5	52	42	15	29	24	18	10	60	45	20	19	178	1	2	23	6	4	27	10	24	7	9	11	878
f	0	1	0	36	20	0	0	28.48148148148148	102	10	27	1	0	0	0	10	10	1	23	25	5	13	35	7	26	37	50	12	59	156	1	1	13	1	0	12	9	19	1	0	6	769
f	0	1	1	31	19	0	0	22	63	2	16	1	0	0	3	13	2	3	8	12	9	11	14	2	9	19	21	6	23	76	2	4	7	1	0	16	0	6	3	0	0	484
f	0	0	0	30	10	0	0	25.058823529411764	97	8	10	1	0	0	0	5	0	2	16	7	3	2	11	0	3	6	32	0	30	83	1	2	7	3	0	3	8	3	0	0	3	426
f	7	0	0	38	25	0	0	24.38888888888889	48	20	36	2	1	7	4	32	0	3	34	13	4	17	17	7	8	28	43	12	36	145	8	2	29	10	2	21	3	19	2	12	3	878
f	0	0	0	14	20	0	0	23.681818181818183	86	14	18	0	0	0	0	16	0	1	20	29	6	12	12	1	2	21	36	14	28	106	0	1	13	6	1	24	1	4	7	0	10	521
f	8	1	1	41	26	1	2	33.64	127	13	37	1	0	0	0	13	0	1	22	13	15	16	22	9	10	41	54	13	38	187	10	5	21	6	1	30	5	10	5	4	3	841
f	7	4	2	50	25	0	2	25.357142857142858	113	11	22	0	0	0	0	14	0	1	29	19	6	17	27	5	25	33	47	10	44	152	4	5	10	9	0	27	10	6	4	3	5	710
f	2	0	0	42	7	1	2	21.11764705882353	100	16	31	0	0	0	0	17	0	2	22	12	11	16	15	10	4	29	41	8	36	163	8	1	15	1	0	18	2	12	3	5	5	718
f	0	0	2	35	16	0	1	20.517241379310345	57	8	18	3	0	0	7	15	2	0	29	12	5	7	18	0	13	17	47	4	24	150	1	0	19	5	0	23	6	3	2	1	5	595
f	1	0	4	18	21	0	0	25	27	0	13	1	3	0	0	5	10	1	19	2	2	4	3	0	2	6	5	2	9	65	0	2	1	0	0	11	6	10	1	0	2	350
f	0	0	1	6	8	0	0	26.5	32	0	8	0	0	0	1	7	0	1	13	4	1	4	0	2	1	7	10	3	6	23	0	0	1	1	0	1	2	0	0	2	0	159
f	0	0	1	24	38	0	0	16.023809523809526	62	9	23	1	0	0	2	34	0	1	50	15	11	8	17	5	11	15	20	4	11	120	0	3	1	1	0	15	2	6	10	2	9	673
f	0	0	1	33	17	1	0	26.894736842105264	69	16	19	0	0	0	9	26	0	5	41	21	3	12	10	4	5	21	11	10	14	83	1	1	17	1	0	11	4	8	8	2	8	511
f	1	0	3	66	22	0	0	22.7	88	12	28	2	0	0	2	9	0	6	34	28	11	25	10	6	7	38	41	19	28	162	0	1	20	1	0	20	10	9	2	2	6	681
f	1	0	2	34	19	0	0	19.785714285714285	56	11	30	4	0	1	1	8	0	1	30	43	5	22	27	4	20	43	39	21	24	110	0	0	9	0	0	13	3	5	7	5	10	554
f	2	0	6	66	65	2	3	13.878048780487806	46	3	48	5	1	0	19	56	0	5	62	39	12	18	27	4	10	46	29	18	18	127	2	6	39	8	1	24	16	16	7	5	10	1138
f	0	0	7	77	65	3	0	19.41860465116279	65	6	56	5	0	2	0	19	0	14	61	22	6	21	23	3	6	22	46	7	28	125	8	1	21	6	1	25	11	20	3	6	7	835
f	2	2	1	68	41	0	2	19.555555555555557	69	3	36	1	1	0	0	14	0	10	40	30	5	18	15	8	12	41	51	17	34	171	3	9	20	6	0	29	16	3	2	5	7	880
f	4	0	0	29	17	1	0	20.5	85	4	12	1	0	0	0	11	0	1	20	20	9	7	16	1	13	15	37	4	25	91	0	1	2	0	0	3	1	3	5	2	12	492
f	2	0	0	33	23	0	0	20.77777777777778	83	5	22	1	1	0	0	12	1	1	20	18	11	13	19	0	15	17	55	5	30	125	5	1	9	2	0	15	3	6	2	1	5	561
f	3	0	6	69	38	2	1	25.644444444444446	87	29	55	2	0	1	3	43	1	11	54	68	13	61	40	23	18	74	80	43	66	201	10	5	39	4	0	31	18	17	5	8	10	1154
f	0	0	1	26	17	1	0	18.642857142857142	62	9	24	0	1	0	0	10	0	3	30	11	4	10	3	3	8	10	26	6	19	98	2	1	7	2	5	16	14	10	2	3	7	522
f	2	0	0	17	18	0	0	25.22222222222222	51	6	16	0	0	1	0	8	1	1	15	16	17	7	6	3	11	19	18	15	14	88	0	0	7	2	0	17	7	5	13	1	7	454
f	1	0	0	29	14	0	0	16.444444444444443	47	2	15	0	0	0	0	1	5	1	15	0	8	6	14	6	15	2	32	1	15	75	0	0	1	2	0	16	3	0	1	1	6	444
f	2	5	4	69	38	2	0	20.976190476190474	95	19	26	5	0	0	2	26	3	5	27	16	5	9	14	8	7	34	48	11	37	97	0	1	13	6	0	37	9	10	3	3	2	881
f	2	0	1	22	25	1	0	17.193548387096776	49	17	14	1	0	1	3	29	6	4	27	10	10	6	10	1	10	14	19	3	11	47	0	1	4	2	0	14	4	4	1	1	3	533
f	1	0	0	47	32	1	0	25.90625	93	15	32	3	0	0	0	18	0	3	40	27	8	20	12	3	5	35	37	10	27	147	1	1	17	5	1	28	9	12	9	4	10	829
f	6	0	5	43	26	1	0	16	69	20	28	2	0	4	13	50	0	10	54	37	7	21	22	5	12	35	39	15	19	81	2	3	27	0	1	17	8	3	5	6	5	880
f	0	2	2	61	34	0	0	28.153846153846153	146	6	49	2	0	0	0	13	1	0	31	30	6	26	22	10	12	45	48	13	34	240	2	7	10	6	0	45	14	18	8	2	9	1098
f	2	5	5	74	32	0	0	24.564102564102566	97	7	41	3	0	0	18	36	2	8	35	25	10	18	17	4	7	39	72	8	39	154	0	2	28	8	0	30	8	9	9	4	4	958
f	3	0	1	37	18	2	1	21.916666666666668	54	7	19	1	1	0	2	17	0	4	27	16	5	8	16	5	10	23	45	8	23	55	2	1	7	3	0	18	5	8	5	3	6	526
f	3	2	0	31	15	2	0	26.043478260869566	110	5	21	1	0	0	0	10	1	5	23	12	1	10	24	6	5	24	37	13	21	100	2	1	9	2	0	32	3	7	5	3	5	599
f	4	0	4	68	28	0	1	30.24390243902439	195	19	39	2	4	0	0	6	2	2	50	35	16	11	39	7	10	41	93	13	83	252	3	6	23	3	1	48	8	17	5	6	11	1240
f	0	0	0	15	7	0	1	11.4	23	2	8	1	0	0	0	13	1	1	21	2	4	0	3	1	4	3	9	1	4	39	0	0	7	2	0	3	0	5	0	1	4	228
f	8	0	0	24	15	2	0	19.956521739130434	45	8	15	0	0	0	3	20	1	2	25	5	4	7	8	3	7	10	24	6	14	66	0	2	3	4	0	7	4	12	4	3	2	459
f	4	0	3	35	41	2	0	21.333333333333332	36	8	31	1	1	3	3	36	0	5	55	18	4	13	15	9	13	30	28	16	18	114	1	6	21	3	0	11	3	9	6	2	7	704
f	2	0	0	17	10	0	1	17.083333333333332	23	2	6	0	0	0	0	10	0	3	14	6	9	3	8	4	8	5	16	2	13	20	0	2	6	1	0	1	2	6	0	4	1	205
f	6	0	2	45	27	2	0	12.535714285714286	204	8	25	1	0	2	1	13	2	5	38	25	17	20	51	6	12	42	83	10	66	104	3	7	23	2	0	19	4	5	7	6	5	1053
f	4	0	0	56	18	1	0	24.228571428571428	105	11	43	4	0	0	3	9	0	2	33	45	17	6	40	0	36	42	64	11	52	144	0	1	6	2	0	16	4	14	5	0	8	848
f	2	0	1	30	11	1	0	23.2	144	8	28	1	0	0	0	6	0	1	46	31	25	23	53	0	45	15	66	5	56	202	2	1	15	0	1	25	10	12	8	2	11	812
f	0	0	3	82	38	0	1	24.418181818181818	128	7	63	3	1	0	4	38	0	12	67	14	17	17	30	13	46	41	97	8	59	212	1	3	18	4	0	39	16	17	9	6	10	1343
f	4	0	0	73	38	2	0	16.436363636363637	131	5	36	4	0	2	3	19	0	10	44	19	6	14	23	5	10	44	55	7	35	168	3	4	25	6	0	25	11	9	4	3	3	904
f	0	0	2	54	46	4	0	17.893617021276597	78	2	33	3	1	1	1	19	0	12	31	45	12	30	19	4	8	60	52	26	26	136	2	1	25	3	0	30	12	4	7	10	3	841
f	0	0	0	20	10	0	1	17.958333333333332	47	9	8	0	0	1	4	18	1	1	22	14	7	12	6	4	5	18	22	12	18	73	1	1	6	0	0	16	1	1	2	3	7	431
f	0	0	0	24	18	0	0	27.058823529411764	35	4	18	0	1	0	0	13	0	5	26	15	7	5	9	12	9	24	20	17	16	74	1	1	10	1	0	15	7	4	4	1	7	460
f	5	0	0	56	44	0	0	20.82857142857143	77	11	26	4	1	2	0	8	0	1	39	25	10	9	16	4	11	29	32	17	27	123	0	1	14	1	0	14	6	5	2	1	11	729
f	23	0	2	51	34	4	0	17.115942028985508	120	35	37	1	0	2	29	70	0	4	55	46	15	22	32	8	22	57	44	32	29	131	2	1	26	1	4	32	20	7	7	9	8	1181
f	4	0	0	28	19	1	1	23.916666666666668	75	10	22	0	0	0	5	19	1	1	35	2	2	2	5	3	5	7	18	3	15	90	0	3	8	7	1	22	7	11	5	3	7	574
f	4	0	1	36	23	0	0	21.88235294117647	106	10	23	1	2	0	2	16	0	3	23	21	8	23	20	4	11	28	40	8	26	160	1	0	11	4	0	19	4	4	6	2	5	744
f	0	1	3	95	31	6	0	26.638297872340427	92	24	43	9	2	2	0	15	31	12	49	10	10	11	37	1	22	58	82	35	45	195	2	0	10	4	1	22	9	9	2	6	5	1252
f	0	0	2	79	57	1	5	13.9375	83	8	73	5	0	9	3	60	0	15	68	29	15	24	25	10	20	50	63	14	47	179	4	4	42	5	0	26	19	8	6	13	14	1338
f	2	0	0	59	30	0	0	20.52173913043478	102	20	32	2	0	0	1	14	1	10	39	42	5	25	10	4	4	38	46	6	49	98	1	3	18	6	0	23	21	9	3	3	6	944
f	0	0	0	28	17	0	1	19.1	44	6	12	6	0	0	2	15	0	3	19	8	2	7	13	3	6	12	19	4	15	70	1	1	3	3	0	10	3	6	2	2	4	382
f	10	0	1	32	22	0	1	31.333333333333332	110	14	32	0	1	1	2	17	0	3	38	15	3	0	29	0	34	7	58	3	51	160	0	6	10	2	1	29	9	19	2	4	6	846
f	2	0	2	15	15	1	0	32.84615384615385	49	11	14	0	0	0	9	21	0	1	26	7	5	6	8	3	3	7	13	5	19	66	1	2	3	1	1	18	10	8	0	2	2	427
f	0	0	0	25	11	0	1	17.285714285714285	27	6	14	3	0	0	0	5	0	4	12	8	1	4	6	3	5	13	15	5	8	91	0	1	5	0	0	8	3	7	1	5	2	363
f	0	0	0	17	16	0	0	20.31578947368421	37	7	11	1	0	0	0	11	0	3	16	25	5	16	16	0	10	20	19	11	19	127	0	0	6	0	0	16	5	2	1	6	9	386
f	0	0	1	27	15	0	0	17.434782608695652	56	10	16	3	3	1	0	6	0	5	16	0	4	0	5	2	3	4	7	0	4	79	0	1	2	2	0	7	9	3	2	5	7	401
f	1	0	1	21	17	0	0	14.923076923076923	40	7	14	2	0	0	0	11	0	2	24	6	2	4	1	1	1	7	12	3	8	70	3	5	2	4	4	9	7	4	4	3	6	388
f	10	0	3	40	32	0	1	20.41025641025641	85	16	37	2	0	1	5	31	0	9	51	33	14	26	26	7	16	33	42	12	33	164	3	2	29	3	0	19	7	16	8	1	6	796
f	3	0	3	32	31	1	0	21.28205128205128	105	12	42	5	0	0	7	36	0	1	47	5	10	8	23	6	11	17	43	7	20	147	1	3	10	2	1	26	5	9	5	4	3	830
f	1	0	3	70	32	1	0	24.763157894736842	69	10	34	4	0	0	0	13	0	3	33	41	17	17	49	24	21	45	57	30	40	193	1	5	9	3	0	21	7	8	7	11	8	941
f	0	0	2	33	13	0	0	18.476190476190474	54	5	14	4	0	0	0	2	1	0	18	6	3	5	10	1	4	8	17	3	7	78	1	0	5	3	0	12	7	2	4	0	2	388
f	1	0	1	35	34	0	0	16.38095238095238	66	4	23	4	0	1	0	20	4	2	25	32	13	20	17	11	10	43	33	18	22	148	0	1	8	8	0	30	5	7	5	4	5	688
f	0	0	0	21	23	0	0	18	29	5	13	3	0	0	4	16	0	3	23	14	4	5	9	0	6	18	12	5	8	51	0	0	3	0	0	14	2	2	4	4	7	378
f	4	0	1	41	19	0	0	22.4	98	6	24	0	0	0	0	10	0	1	27	17	8	15	15	2	17	20	34	7	31	123	0	2	9	1	1	19	11	5	6	2	13	672
f	1	0	0	12	6	0	1	28	38	1	7	1	0	0	0	3	0	3	8	10	3	8	5	2	1	12	13	5	9	26	1	0	10	0	0	4	0	0	2	0	0	196
f	0	0	0	10	8	0	0	29.5	18	0	4	1	0	0	0	0	0	2	4	7	1	6	4	0	1	8	6	1	4	34	0	2	2	0	0	4	2	1	0	0	0	118
f	0	0	0	3	1	0	0	16	14	1	1	1	0	0	0	0	0	0	0	1	2	1	2	1	1	3	3	1	3	6	0	0	1	0	0	0	0	0	0	0	0	48
f	4	0	0	7	2	1	0	26.4	25	3	3	0	0	0	2	4	0	1	7	7	2	8	3	4	2	10	9	3	7	36	0	0	6	0	0	5	2	0	0	0	0	132
f	0	0	0	11	5	0	0	30.75	18	3	6	0	1	0	0	4	0	1	5	4	2	3	4	0	1	3	2	1	3	33	0	0	3	0	0	3	2	2	1	1	2	123
f	0	0	0	2	8	0	0	33.5	27	2	4	1	0	0	0	2	1	0	6	7	2	2	3	1	3	9	8	4	7	38	0	1	5	0	0	3	2	3	0	0	1	134
f	2	0	4	14	20	0	1	18.22222222222222	33	6	14	0	0	3	4	22	0	1	22	4	1	3	9	1	4	6	25	5	7	78	0	0	8	2	1	8	7	2	1	2	4	328
f	2	0	2	26	25	1	0	22.4375	25	4	12	1	1	0	1	15	0	2	30	8	3	6	6	3	5	12	15	5	15	65	5	1	6	4	1	7	5	6	0	1	5	359
f	2	0	1	12	8	0	0	17.642857142857142	40	3	7	1	0	0	2	7	1	0	13	7	2	5	2	2	1	9	5	6	6	64	0	0	6	2	0	6	2	1	0	0	5	247
f	2	0	3	7	12	1	3	22.153846153846153	29	3	15	1	0	0	7	22	0	2	14	11	2	6	6	1	3	10	16	3	14	73	1	0	15	1	0	4	3	3	2	1	2	288
f	0	0	0	3	2	0	1	15.5	14	1	2	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	4	0	3	25	0	0	3	0	0	1	2	0	0	0	1	62
f	0	0	0	2	1	0	1	13.5	12	1	2	0	0	0	0	0	0	0	2	3	0	2	0	0	0	4	2	3	3	21	0	0	3	0	0	0	1	0	0	0	1	54
f	4	0	2	15	24	0	1	24.61111111111111	54	7	24	0	0	0	6	21	0	0	27	10	2	8	7	3	5	23	19	12	13	78	1	1	9	2	0	13	6	12	3	2	7	443
f	0	0	0	4	5	1	0	18	9	0	3	0	0	0	0	1	0	0	2	3	1	1	1	0	0	4	2	2	3	10	1	0	1	0	0	1	1	0	0	2	1	72
f	0	0	0	1	3	0	0	17.75	20	1	4	0	0	0	0	0	0	1	4	2	2	1	3	0	2	2	5	1	6	12	0	0	1	0	0	0	1	0	0	1	1	71
f	0	0	0	5	5	0	0	17.428571428571427	30	0	1	0	0	0	0	1	0	0	0	1	1	2	3	1	2	6	9	1	9	19	0	2	1	0	1	9	8	0	0	0	0	122
f	0	0	0	3	2	0	0	23.5	30	1	4	0	0	0	0	1	0	0	2	2	1	1	2	0	1	4	2	2	1	16	0	0	1	2	0	2	0	0	0	0	1	94
f	0	0	0	3	2	0	0	11.75	11	0	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	4	0	5	1	0	0	0	0	0	1	0	0	0	0	0	47
f	0	0	0	4	5	0	0	33	23	0	2	0	0	0	0	1	0	1	1	2	0	1	1	0	0	3	5	0	4	19	1	1	3	0	0	1	2	0	0	0	0	99
f	0	0	0	5	5	1	0	20.6	20	0	0	0	0	0	0	2	0	1	4	5	0	2	3	0	0	6	8	2	4	19	0	0	4	0	0	7	0	0	0	0	0	103
f	2	0	0	3	1	1	0	17	13	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	6	0	0	1	0	0	0	0	0	0	0	0	51
